number,type,name,city
241,rue,FAUBOURG SAINT-MARTIN,Paris
9,rue,SAINTE-FOY,Paris
11,rue,FÊTES,Paris
32,rue,ROSIERS,Paris
7,rue,PONT-AUX-CHOUX,Paris
268,rue,VAUGIRARD,Paris
88,boulevard,ARAGO,Paris
39,rue,CENSIER,Paris
31,rue,UNIVERSITÉ,Paris
32,avenue,St-OUEN,Paris
46,rue,CHAMPIONNET,Paris
23,rue,LA CONDAMINE,Paris
62,rue,JULIEN LACROIX,Paris
23,rue,BOULAY,Paris
84,rue,OURCQ,Paris
65,avenue,PHILIPPE-AUGUSTE,Paris
7,rue,BRIDAINE,Paris
31,boulevard,SERURIER,Paris
97,boulevard,MONTPARNASSE,Paris
22,rue,MAZAGRAN,Paris
43,avenue,IVRY,Paris
68,rue,VILLETTE,Paris
34,rue,CHARBONNIÈRE,Paris
7,rue,FRANÇOIS DE NEUFCHATEAU,Paris
9,rue,PRÉ-AUX-CLERS,Paris
23,rue,MARONITES,Paris
1,rue,AVRON,Paris
61,avenue,VILLIERS,Paris
11,cité,TRÉVISE,Paris
17,rue,POISSONNIÈRE,Paris
5,boulevard,RASPAIL,Paris
14,rue,SAINT-FERDINAND,Paris
41,rue,CENSIER,Paris
17,passage,SAINT-SÉBASTIEN,Paris
13,place,PANTHÉON,Paris
8,cité,MARCADET,Paris
24,rue,REINE-BLANCHE,Paris
3,rue,GAVARNI,Paris
1,rue,LOOS,Paris
2,rue,ÉPINETTES,Paris
6,rue,EULER,Paris
33,rue,BOURGOGNE,Paris
20,place,DAUPHINE,Paris
6,rue,SUGER,Paris
17,rue,BOURSAULT,Paris
165,rue,PYRÉNÉES,Paris
33,rue,WASHINGTON,Paris
17,rue,VICQ d'AZIR,Paris
8,rue,GRAVILLIERS,Paris
27,rue,MOUZAIA,Paris
93,rue,PASSY,Paris
144,rue,MOUFFETARD,Paris
5,rue,ROI DE SICILE,Paris
4,passage,CHAMP-MARIE,Paris
12,rue,VILLEHARDOUIN,Paris
29,rue,STÉPHENSON,Paris
27,rue,CRUSSOL,Paris
19,impasse,RUISSEAU,Paris
15,rue,RÉBEVAL,Paris
1,impasse,BAIGNEUR,Paris
5,cité,ST-JOSEPH,Paris
57,rue,MESLAY,Paris
24,rue,GÉNÉRAL FOY,Paris
5,rue,SANTÉ,Paris
21,passage,GATBOIS,Paris
4,boulevard,BEAUMARCHAIS,Paris
11,rue,MAUBLANC,Paris
1,impasse,DURCHON,Paris
36,rue,ALBERT,Paris
4,rue,NOLLET,Paris
51,boulevard,BELLEVILLE,Paris
133,boulevard,PEREIRE,Paris
6,passage,CHAROLAIS,Paris
24,rue,DROUOT,Paris
52,boulevard,VOLTAIRE,Paris
88,rue,VARENNE,Paris
30,boulevard,TEMPLE,Paris
42,rue,CAMPO-FORMIO,Paris
1,rue,BLOMET,Paris
42,rue,RICHER,Paris
87,rue,AMPÈRE,Paris
8,passage,PIÉMONTÉSI,Paris
1,rue,LAVANDIÈRES-Ste-OPPORTUNE,Paris
33,rue,CHARTRES,Paris
140,rue,CHARONNE,Paris
8,rue,ROYALE,Paris
59,boulevard,VAUGIRARD,Paris
29,rue,RICHARD LENOIR,Paris
20,rue,DEUX-PONTS,Paris
5,rue,ABBEVILLE,Paris
9,impasse,MOULIN-VERT,Paris
73,boulevard,SUCHET,Paris
30,boulevard,BEAUMARCHAIS,Paris
55,rue,PROVENCE,Paris
19,avenue,MONTAIGNE,Paris
25,rue,BICHAT,Paris
201,avenue,DAUMESNIL,Paris
39,rue,PLANTES,Paris
1,passage,ARTS,Paris
51,rue,PARADIS,Paris
2,rue,SCHOMBERG,Paris
194,rue,COURCELLES,Paris
37,rue,CROULEBARBE,Paris
18,rue,HAMEAU,Paris
91,boulevard,ARAGO,Paris
13,rue,MOSCOU,Paris
352,rue,SAINT-HONORÉ,Paris
1,rue,DESPREZ,Paris
118,rue,NOLLET,Paris
22,rue,CHATEAUDUN,Paris
26,rue,BECCARIA,Paris
137,rue,MONTMARTRE,Paris
12,rue,PICARDIE,Paris
2,rue,LEROUX,Paris
37,rue,CHAMP de MARS,Paris
22,avenue,TOURVILLE,Paris
14,rue,MANSART,Paris
63,rue,SAINT-DOMINIQUE,Paris
146,rue,AUBERVILLIERS,Paris
16,rue,DROUOT,Paris
3,rue,GARDES,Paris
60,rue,UNIVERSITÉ,Paris
26,rue,TITON,Paris
72,rue,HAUTEVILLE,Paris
22,rue,CÉVENNES,Paris
7,rue,OMER TALON,Paris
24,rue,GRANGE-AUX-BELLES,Paris
1,rue,BOISSIEU,Paris
4,rue,CHAUCHAT,Paris
37,rue,RICHER,Paris
26,rue,LE REGRATTIER,Paris
60,rue,ORTEAUX,Paris
19,rue,PICOT,Paris
3,rue,MARSEILLE,Paris
66,rue,MOULIN DE LA POINTE,Paris
25,rue,TURIN,Paris
24,rue,ÉCOLES,Paris
2,rue,DECAMPS,Paris
5,rue,CLISSON,Paris
5,rue,CLAUDE TILLIER,Paris
18,rue,MATHURINS,Paris
87,rue,CHARONNE,Paris
36,rue,ANNAM,Paris
12,avenue,VILLARS,Paris
30,rue,ÉCLUSES-ST-MARTIN,Paris
32,rue,PLANTES,Paris
34,rue,LONDRES,Paris
1,cité,LECLAIRE,Paris
1,rue,DIJON,Paris
24,rue,VERNEUIL,Paris
26,rue,BELZUNCE,Paris
10,rue,SAINT-FERDINAND,Paris
11,rue,LALLY-TOLLENDAL,Paris
6,rue,TIPHAINE,Paris
40,rue,STÉPHENSON,Paris
6,impasse,COURONNES,Paris
17,rue,SAUFFROY,Paris
14,rue,SAINT-GERMAIN-L’AUXERROIS,Paris
14,rue,CHAISE,Paris
10,rue,MONTPENSIER,Paris
43,rue,TRAVERSIÈRE,Paris
209,avenue,DAUMESNIL,Paris
24,rue,MICHAL,Paris
21,boulevard,GARIBALDI,Paris
10,passage,POISSONNIERS,Paris
14,rue,CONDÉ,Paris
16,rue,VOLTAIRE,Paris
43,rue,AMIRAL-MOUCHEZ,Paris
6,passage,CHARLES BERTHEAU,Paris
24,rue,LETORT,Paris
10,avenue,TILLEULS,Paris
348,rue,PYRÉNÉES,Paris
4,rue,RANELAGH,Paris
38,avenue,VERSAILLES,Paris
54,rue,TOCQUEVILLE,Paris
100,avenue,PHILIPPE-AUGUSTE,Paris
36,rue,GAY-LUSSAC,Paris
8,rue,BOUCHER,Paris
46,quai,HENRI IV,Paris
113,avenue,LA BOURDONNAIS,Paris
76,avenue,HENRI MARTIN,Paris
273,rue,FAUBOURG SAINT-ANTOINE,Paris
47,rue,ALOUETTES,Paris
16,rue,RUBENS,Paris
13,rue,TAYLOR,Paris
62,rue,HAXO,Paris
15,rue,JEAN BOLOGNE,Paris
5,impasse,GOMBOUST,Paris
54,rue,SAINT-LOUIS en l'ILE,Paris
18,passage,DESCHAMPS,Paris
2,rue,MARQFOY,Paris
128,boulevard,HOPITAL,Paris
9,rue,TOURTILLE,Paris
25,rue,PALESTRO,Paris
253,rue,BELLEVILLE,Paris
35,rue,N.-D. DE LORETTE,Paris
172,rue,NATIONALE,Paris
2,rue,COLIGNY,Paris
4,impasse,LÉVIS,Paris
19,rue,CASTELLANE,Paris
65,rue,RÉBEVAL,Paris
59,rue,ORDENER,Paris
1,rue,LAUZIN,Paris
14,avenue,EYLAU,Paris
2,rue,CIVIALE,Paris
62,rue,HOTEL DE VILLE,Paris
130,rue,MOUFFETARD,Paris
4,rue,SAINT-NICOLAS,Paris
46,rue,DULONG,Paris
50,rue,VARENNE,Paris
230,rue,CHARENTON,Paris
37,rue,PRAIRIES,Paris
70,avenue,CLICHY,Paris
13,rue,TOULLIER,Paris
45,rue,DULONG,Paris
27,rue,AMSTERDAM,Paris
7,rue,CACHEUX,Paris
46,rue,FORTUNY,Paris
2,rue,FOREZ,Paris
9,passage,SAINTE-AVOIE,Paris
47,rue,VINEUSE,Paris
5,rue,LHOMOND,Paris
32,rue,SAINT-MERRI,Paris
30,boulevard,DAVOUT,Paris
131,avenue,CLICHY,Paris
140,rue,AMELOT,Paris
23,rue,JEAN-JACQUES ROUSSEAU,Paris
33,rue,VITAL,Paris
7,rue,PETITES-ÉCURIES,Paris
75,rue,N.-D. DE NAZARETH,Paris
29,rue,BRÉZIN,Paris
13,rue,JOUY,Paris
66,rue,CHAPELLE,Paris
44,quai,ORFÈVRES,Paris
33,rue,TOUR,Paris
8,rue,PARADIS,Paris
10,cité,MIDI,Paris
82,boulevard,SAINT-MICHEL,Paris
58,avenue,HOCHE,Paris
10,quai,CÉLESTINS,Paris
62,rue,SAINT-PLACIDE,Paris
20,rue,LAURENCE SAVART,Paris
77,rue,TRUFFAUT,Paris
24,boulevard,RICHARD LENOIR,Paris
37,rue,MARAICHERS,Paris
8,rue,REINE-BLANCHE,Paris
17,rue,SAINT-NICOLAS,Paris
1,villa,PREVOYANTS,Paris
95,rue,SAINT-DENIS,Paris
45,rue,VERCINGÉTORIX,Paris
1,impasse,SAINT-SAUVEUR,Paris
75,rue,ANJOU,Paris
15,rue,HAUTEFEUILLE,Paris
58,rue,VICTOIRE,Paris
190,avenue,CLICHY,Paris
25,rue,DURET,Paris
184,rue,FAUBOURG SAINT-MARTIN,Paris
98,avenue,CHOISY,Paris
4,rue,GEOFFROY-MARIE,Paris
41,rue,BEAUREGARD,Paris
41,rue,GÉNÉRAL BRUNET,Paris
43,rue,OLIVIER DE SERRES,Paris
8,passage,CARDINET,Paris
9,rue,FORTUNY,Paris
144,boulevard,HAUSSMANN,Paris
35,quai,OISE,Paris
15,rue,PAVÉE,Paris
1,rue,TRACY,Paris
50,rue,LONDRES,Paris
7,rue,MICHELET,Paris
33,rue,FAUBOURG St-JACQUES,Paris
1,boulevard,MORLAND,Paris
107,avenue,St-OUEN,Paris
14,rue,ALBERT,Paris
26,rue,ASTORG,Paris
90,rue,VILLETTE,Paris
37,rue,BROCA,Paris
33,rue,RENDEZ-VOUS,Paris
97,avenue,PHILIPPE-AUGUSTE,Paris
96,rue,SAINT-ANTOINE,Paris
183,rue,COURCELLES,Paris
72,boulevard,PEREIRE,Paris
156,rue,RIVOLI,Paris
142,boulevard,VILLETTE,Paris
16,rue,ORIENT,Paris
7,passage,PECQUAY,Paris
15,rue,SAINT-GUILLAUME,Paris
19,rue,BROCA,Paris
71,rue,CHERCHE-MIDI,Paris
13,rue,MORAND,Paris
136,rue,PELLEPORT,Paris
6,rue,RAMEAU,Paris
84,rue,ROCHER,Paris
41,rue,ERMITAGE,Paris
104,rue,SAINT-LAZARE,Paris
10,rue,MARGUERITTE,Paris
1,rue,LA BOETIE,Paris
18,rue,OURCQ,Paris
67,rue,POMPE,Paris
38,rue,RONDEAUX,Paris
12,rue,MONTMARTRE,Paris
7,rue,MONTORGUEIL,Paris
74,rue,BAUDRICOURT,Paris
21,rue,AMANDIERS,Paris
7,avenue,IÉNA,Paris
105,rue,CONVENTION,Paris
36,avenue,DUOUESNE,Paris
242,rue,RIVOLI,Paris
83,rue,LILLE,Paris
26,rue,HENRI REGNAULT,Paris
121,rue,ABBÉ GROULT,Paris
117,rue,MÉNILMONTANT,Paris
12,passage,SOUPIRS,Paris
29,rue,BUCI,Paris
13,rue,FONTAINE-à-MULARD,Paris
29,rue,GRANDS-CHAMPS,Paris
1,rue,JOUBERT,Paris
30,rue,GAUTHEY,Paris
85,rue,THÉATRE,Paris
150,avenue,CLICHY,Paris
90,rue,ALBERT,Paris
47,rue,RAMUS,Paris
22,rue,SAVOIE,Paris
38,rue,RANELAGH,Paris
2,rue,COMÉTE,Paris
110,rue,OUEST,Paris
15,boulevard,SUCHET,Paris
9,rue,DELTA,Paris
18,rue,PICARDIE,Paris
134,rue,THÉATRE,Paris
63,rue,ARCHIVES,Paris
10,rue,WASHINGTON,Paris
4,passage,LIGNER,Paris
6,place,MARCHÉ-Ste-CATHERINE,Paris
38,rue,MÉNILMONTANT,Paris
159,boulevard,VILLETTE,Paris
42,rue,CLICHY,Paris
81,boulevard,VILLETTE,Paris
249,rue,PYRÉNÉES,Paris
279,rue,BELLEVILLE,Paris
11,rue,MONTENOTTE,Paris
5,rue,VILLE L'ÉVÊQUE,Paris
8,rue,VINCENT,Paris
267,rue,CHARENTON,Paris
18,avenue,LA BOURDONNAIS,Paris
9,rue,BERGÈRE,Paris
39,rue,CHINE,Paris
19,boulevard,CHAUVELOT,Paris
13,passage,INDUSTRIE,Paris
20,rue,CAUCHY,Paris
4,boulevard,GRENELLE,Paris
11,rue,LÉOPOLD ROBERT,Paris
80,rue,LÉVIS,Paris
7,rue,ARCOLE,Paris
55,rue,BELLEVILLE,Paris
4,rue,CAILLAUX,Paris
81,rue,DUTOT,Paris
80,rue,CRIMÉE,Paris
9,impasse,ALEXANDRE LÉCUYER,Paris
8,rue,DROUOT,Paris
14,impasse,TRUILLOT,Paris
6,rue,LAGILLE,Paris
15,rue,POPINCOURT,Paris
40,rue,BAC,Paris
22,rue,FONTAINE-AU-ROI,Paris
31,rue,TURENNE,Paris
23,cité,BLUETS,Paris
56,rue,SAINT-DENIS,Paris
141,boulevard,MAGENTA,Paris
79,rue,COURCELLES,Paris
25,rue,BRÉA,Paris
14,rue,CLISSON,Paris
9,passage,ST-PIERRE ST-PAUL,Paris
115,rue et place,REUNION,Paris
8,rue,CIMAROSA,Paris
25,rue,LEDION,Paris
49,rue,PROVENCE,Paris
21,rue,DESCOMBES,Paris
2,passage,LANDRIEU,Paris
2,rue,MONSIGNY,Paris
2,avenue,MONTSOURIS,Paris
24,rue,BEZOUT,Paris
11,rue,DURANTIN,Paris
10,rue,PIERRE LESCOT,Paris
6,rue,TROIS COURONNES,Paris
20,rue,FÉLICIEN DAVID,Paris
8,avenue,BEL-AIR,Paris
32,rue,CLAUDE DECAEN,Paris
34,rue,VERNEUIL,Paris
8,rue,MUSSET,Paris
1,rue,DAMPIERRE,Paris
32,rue,NANTES,Paris
42,rue,MONGE,Paris
109,avenue,HENRI MARTIN,Paris
59,rue,LEMERCIER,Paris
17,rue,NAVARIN,Paris
18,rue,BUTTE-AUX-CAILLES,Paris
12,passage,COTTIN,Paris
93,rue,MARCADET,Paris
142,rue,FAUBOURG ST-HONORÉ,Paris
16,boulevard,CHAUVELOT,Paris
37,rue,MONTIBŒUFS,Paris
11,rue,BERGERS,Paris
206,boulevard,CHARONNE,Paris
134,rue,NATIONALE,Paris
16,rue,ROCHECHOUART,Paris
101,rue,CHEVALERET,Paris
72,rue,LONGCHAMP,Paris
35,boulevard,SÉBASTOPOL,Paris
5,rue,NONNAINS D'HYÈRES,Paris
93,rue,CHATEAU DES RENTIERS,Paris
17,rue,TÉLÉGRAPHE,Paris
40,rue,TAGE,Paris
71,avenue,TERNES,Paris
7,rue,BAUDIN,Paris
14,rue,THORIGNY,Paris
12,rue,DELAMBRE,Paris
37,quai,OISE,Paris
5,impasse,LA JONQUIÈRE,Paris
8,rue,TERRES-AU-CURÉ,Paris
144,boulevard,VOLTAIRE,Paris
12,rue,CHAMPOLLION,Paris
42,rue,UNIVERSITÉ,Paris
20,rue,NICOLE,Paris
4,passage,SAINTE-AVOIE,Paris
55,rue,MOUZAIA,Paris
54,rue,LA CONDAMINE,Paris
12,rue,MALEBRANCHE,Paris
96,boulevard,GRENELLE,Paris
14,rue,DU SOMMERARD,Paris
141,rue,POISSONNIERS,Paris
14,rue,NORMANDIE,Paris
5,passage,FALLEMPIN,Paris
1,rue,MANSART,Paris
3,rue,ROSIERS,Paris
15,rue,MÉCHAIN,Paris
16,rue,BARON,Paris
70,rue,CLIGNANCOURT,Paris
13,rue,OLIVIER DE SERRES,Paris
171,avenue,VICTOR-HUGO,Paris
35,rue,VICTOIRE,Paris
199,rue,SAINT-CHARLES,Paris
2,rue,BRIQUETERIE,Paris
28,avenue,REILLE,Paris
54,avenue,BOSQUET,Paris
9,rue,MARIVAUX,Paris
80,rue,BELLEVILLE,Paris
75,rue,PHILIPPE DE GIRARD,Paris
43,rue,GRANDS-CHAMPS,Paris
63,boulevard,MAGENTA,Paris
34,boulevard,TEMPLE,Paris
52,rue,SAINT-LOUIS en l'ILE,Paris
43,rue,RAMUS,Paris
4,avenue,WAGRAM,Paris
76,rue,ALLERAY,Paris
34,rue,PETITS HOTELS,Paris
5,rue,HANOVRE,Paris
26,rue,CLAUDE TILLIER,Paris
9,rue,MAISON-DIEU,Paris
12,rue,ESTRÉES,Paris
2,rue,CHRISTOPHE COLOMB,Paris
62,rue,BAC,Paris
4,rue,CLIGNANCOURT,Paris
3,rue,CIRQUE,Paris
14,rue,BOURG-L’ABBÉ,Paris
7,rue,BARRAULT,Paris
4,rue,EGINHARD,Paris
9,rue,PICARDIE,Paris
85,boulevard,STRASBOURG,Paris
14,rue,ORCHAMPT,Paris
49,rue,DESCARTES,Paris
13,rue,THOLOZÉ,Paris
41,rue,AMELOT,Paris
15,rue,CAVÉ,Paris
11,rue,REUILLY,Paris
54,avenue,IÉNA,Paris
49,avenue,RÉPUBLIQUE,Paris
95,rue,OURCQ,Paris
48,rue,MOUFFETARD,Paris
12,rue,GRANDS-CHAMPS,Paris
59,rue,OURCQ,Paris
91,rue,TOMBE-ISSOIRE,Paris
3,impasse,ORAN,Paris
33,rue,DAMESME,Paris
12,rue,BAUDELIQUE,Paris
50,rue,SAINT-LAZARE,Paris
27,rue,LIANCOURT,Paris
8,rue,TACLET,Paris
17,rue,POITOU,Paris
4,rue,SAINTE-ALICE,Paris
30,rue,GODOT DE MAUROY,Paris
41,rue,DAUPHINE,Paris
3,rue,CORNEILLE,Paris
6,rue,LÉCLUSE,Paris
8,boulevard,CHAUVELOT,Paris
35,rue,NANTES,Paris
114,rue,ALÉSIA,Paris
9,villa,RENAISSANCE,Paris
44,rue,FRIANT,Paris
15,rue,BALLU,Paris
24,rue,BOIS-LE-VENT,Paris
5,rue,RIVOLI,Paris
7,rue,NAVARRE,Paris
17,rue,DUPIN,Paris
20,passage,CARDINET,Paris
51,boulevard,BESSIÈRES,Paris
5,rue,EURE,Paris
23,rue,BOULANGERS,Paris
25,boulevard,BARBÈS,Paris
10,rue,DOMAT,Paris
15,quai,SEINE,Paris
117,rue,THÉATRE,Paris
10,cité,TALMA,Paris
16,rue,ÉQUERRE,Paris
22,rue,DELAITRE,Paris
113,rue,DESSOUS DES BERGES,Paris
1,rue,TÉLÉGRAPHE,Paris
5,rue,DUFRÉNOY,Paris
2,villa,MICHEL-ANGE,Paris
150,rue,ALÉSIA,Paris
15,rue,CAROLINE,Paris
36,rue,AUDE,Paris
8,villa,OTAGES,Paris
6,passage,BASFOUR,Paris
61,rue,MESLAY,Paris
7,rue,ABBÉ DE L'ÉPÉE,Paris
45,rue,DESSOUS DES BERGES,Paris
182,rue,LEGENDRE,Paris
18,rue,AUGUSTE-VACQUERIE,Paris
16,rue,ÉGLISE,Paris
39,rue,FRANÇOIS MIRON,Paris
66,rue,JULIEN LACROIX,Paris
58,rue,SAINT-ANDRÉ-DES-ARTS,Paris
9,rue,RIBLETTE,Paris
8,rue,CHAMP D'ASILE,Paris
193,rue,BERCY,Paris
1,rue,MIGNET,Paris
5,rue,BOULLE,Paris
22,rue,MONTBRUN,Paris
15,rue,MONTPENSIER,Paris
10,rue,NONNAINS D'HYÈRES,Paris
9,cours,VINCENNES,Paris
15,rue,COUR DES NOUES,Paris
24,rue,AMIRAL-MOUCHEZ,Paris
20,impasse,ALEXANDRE LÉCUYER,Paris
43,boulevard,NEY,Paris
49,rue,BRETAGNE,Paris
79,rue,BEAUBOURG,Paris
131,boulevard,MURAT,Paris
28,rue,CRIMÉE,Paris
10,rue,DEMOURS,Paris
34,rue,CLAUDE DECAEN,Paris
82,rue,ASSAS,Paris
84,avenue,PHILIPPE-AUGUSTE,Paris
52,boulevard,DAVOUT,Paris
149,rue,SÈVRES,Paris
8,rue,BRÉZIN,Paris
10,rue,PERNELLE,Paris
46,rue,CÉVENNES,Paris
42,rue,SEDAINE,Paris
34,rue,ROQUETTE,Paris
119,boulevard,PEREIRE,Paris
2,rue,PIGALLE,Paris
21,rue,BAUDELIQUE,Paris
1,rue,CORDERIE,Paris
63,rue,BOULAINVILLIERS,Paris
26,passage,HÉBRARD,Paris
10,rue,LÉO DELIBES,Paris
71,rue,PROCESSION,Paris
1,rue,BELLES-FEUILLES,Paris
87,rue,COURCELLES,Paris
6,rue,ANTOINE DUBOIS,Paris
11,rue,PELLEPORT,Paris
14,rue,POITOU,Paris
16,rue,JEAN GOUJON,Paris
4,rue,COLOMBE,Paris
15,rue,BARBETTE,Paris
36,rue,DALAYRAC,Paris
22,rue,N.-D. DES VICTOIRES,Paris
5,impasse,SAINT-ANGE,Paris
21,rue,GEOFFROY-L'ASNIER,Paris
14,passage,CHAMP-MARIE,Paris
1,rue,BUISSON-St-LOUIS,Paris
14,rue,AUBER,Paris
105,rue,OUEST,Paris
89,rue,POUCHET,Paris
97,boulevard,GRENELLE,Paris
52,rue,LA JONQUIÈRE,Paris
7,avenue,BOUFFLERS,Paris
2,rue,PAUL BAUDRY,Paris
1,impasse,ALEXANDRE LÉCUYER,Paris
79,boulevard,MALESHERBES,Paris
19,rue,ESPÉRANCE,Paris
90,rue,BOILEAU,Paris
32,rue,FEUTRIER,Paris
132,rue,OUEST,Paris
85,quai,JAVEL,Paris
33,rue,ARDENNES,Paris
20,rue,CUSTINE,Paris
66,rue,CLAUDE BERNARD,Paris
10,rue,MALEBRANCHE,Paris
3,passage,CORBEAU,Paris
17,boulevard,BEAUMARCHAIS,Paris
37,rue,MARE,Paris
34,rue,RICHER,Paris
1,rue,CAMÉLIAS,Paris
11,rue,MIGNARD,Paris
3,rue,BAILLET,Paris
49,rue,AQUEDUC,Paris
18,avenue,VICTOR-HUGO,Paris
27,avenue,HOCHE,Paris
11,rue,ANDRÉ DEL SARTE,Paris
129,boulevard,MALESHERBES,Paris
106,boulevard,GRENELLE,Paris
18,rue,CACHEUX,Paris
107,rue,PYRÉNÉES,Paris
24,avenue,IÉNA,Paris
68,rue,CHEVALERET,Paris
36,boulevard,CLICHY,Paris
115,boulevard,HAUSSMANN,Paris
119,rue,CAMBRONNE,Paris
21,rue,DAUNOU,Paris
6,rue,DAMRÉMONT,Paris
13,rue,CRILLON,Paris
17,rue,PICPUS,Paris
28,rue,POITOU,Paris
103,boulevard,SOULT,Paris
74,boulevard,CHARONNE,Paris
43,rue,JONQUOY,Paris
24,rue,JULIEN LACROIX,Paris
40,rue,DOUDEAUVILLE,Paris
100,rue,POTEAU,Paris
38,rue,POLIVEAU,Paris
4,rue,JOUYE-ROUVE,Paris
73,rue,TOMBE-ISSOIRE,Paris
31,rue,AMSTERDAM,Paris
12,rue,VARENNE,Paris
50,rue,HOTEL DE VILLE,Paris
4,rue,AMIRAL COURBET,Paris
76,passage,CHOISEUL,Paris
135,rue,PYRÉNÉES,Paris
9,rue,CHAUCHAT,Paris
10,rue,DUBAN,Paris
6,rue,SURMELIN,Paris
3,rue,ISLY,Paris
36,rue,TERRE-NEUVE,Paris
30,rue,LAGILLE,Paris
97,avenue,VICTOR-HUGO,Paris
19,rue,SAINT-DENIS,Paris
7,rue,TOMBE-ISSOIRE,Paris
14,rue,JEANNE D'ARC,Paris
28,rue,SAINT-GUILLAUME,Paris
67,rue,AMPÈRE,Paris
48,rue,CHARDON-LAGACHE,Paris
11,passage,DUHESME,Paris
42,rue,PELLEPORT,Paris
1,boulevard,SAINT-MARTIN,Paris
6,rue,GUTTIN,Paris
10,rue,MARE,Paris
35,rue,RUISSEAU,Paris
49,rue,MARCADET,Paris
7,rue,CROIX DES PETITS-CHAMPS,Paris
32,avenue,GAMBETTA,Paris
119,boulevard,MALESHERBES,Paris
2,rue,SAINTE-EUGÉNIE,Paris
12,rue,BELLECHASSE,Paris
7,rue,BEAUJON,Paris
95,rue,SAINT-LAZARE,Paris
26,rue,MATIGNON,Paris
50,rue,DALAYRAC,Paris
54,rue,LETELLIER,Paris
65,rue,MYRHA,Paris
37,rue,RAMPONEAU,Paris
9,rue,UNIVERSITÉ,Paris
53,rue,CHEVALERET,Paris
91,rue,LAURISTON,Paris
150,rue,FLANDRE,Paris
60,rue,ROI DE SICILE,Paris
1,rue,PAVÉE,Paris
2,rue,DULONG,Paris
19,petite rue,LILAS,Paris
116,rue,BAC,Paris
80,boulevard,CHAPELLE,Paris
1,rue,DESCARTES,Paris
23,rue,BOISSIÈRE,Paris
276,rue,LECOURBE,Paris
10,rue,ÉCHELLE,Paris
30,rue,PASTOURELLE,Paris
32,rue,PIERRE LEROUX,Paris
34,rue,LEVERT,Paris
11,rue,MADRID,Paris
19,rue,CHAPELLE,Paris
21,rue,MORÈRE,Paris
248,rue,SAINT-MARTIN,Paris
30,rue,POINTE D'IVRY,Paris
83,rue,ROCHECHOUART,Paris
78,boulevard,BARBÈS,Paris
6,rue,ROGER,Paris
16,boulevard,VAUGIRARD,Paris
66,rue,PYRÉNÉES,Paris
1,rue,MYRHA,Paris
35,rue,SENTIER,Paris
40,rue,DUNOIS,Paris
2,impasse,CHALON,Paris
140,rue,CROIX-NIVERT,Paris
24,rue,CITEAUX,Paris
2,rue,BOLIVAR,Paris
1,rue,ANDRÉ DEL SARTE,Paris
57,avenue,ITALIE,Paris
6,rue,BOURGOGNE,Paris
51,avenue,KLÉBER,Paris
5,impasse,CHALON,Paris
19,rue,BLANCS-MANTEAUX,Paris
33,rue,RENNEQUIN,Paris
27,rue,DUVIVIER,Paris
11,rue,MALHER,Paris
15,rue,LEMERCIER,Paris
5,rue,DOCTEUR,Paris
59,rue,RUISSEAU,Paris
27,rue,TANGER,Paris
8,rue,VERNEUIL,Paris
10,place,ÉTOILE,Paris
9,rue,THÉRÈSE,Paris
15,rue,CASTELLANE,Paris
10,rue,PONT-AUX-CHOUX,Paris
18,rue,AMIRAL-MOUCHEZ,Paris
71,rue,SAINT-LAZARE,Paris
91,rue,MADEMOISELLE,Paris
35,cours,VINCENNES,Paris
9,rue,BRAQUE,Paris
2,rue,DELAITRE,Paris
9,rue,FEUTRIER,Paris
30,rue,MARC SÉGUIN,Paris
35,boulevard,MALESHERBES,Paris
59,rue,RAMBUTEAU,Paris
14,rue,COUTURES-St-GERVAIS,Paris
174,rue,SAINT-MARTIN,Paris
3,rue,FOURCROY,Paris
4,rue,CAMBRONNE,Paris
174,rue,BAGNOLET,Paris
5,rue,MAUBLANC,Paris
7,boulevard,REUILLY,Paris
3,rue,BEAUNIER,Paris
4,rue,PIHET,Paris
2,rue,NÉVA,Paris
49,rue,JULIEN LACROIX,Paris
3,rue,GAUTHEY,Paris
31,quai,BOURBON,Paris
137,rue,SANTÉ,Paris
1,rue,LÉOPOLD ROBERT,Paris
50,quai,MARNE,Paris
7,place,FRANÇOIS Ier,Paris
22,rue,JEAN-JACQUES ROUSSEAU,Paris
44,rue,MYRHA,Paris
27,boulevard,ROCHECHOUART,Paris
76,rue,GRAVILLIERS,Paris
47,rue,ARCHIVES,Paris
22,rue,PY,Paris
14,rue,MARONITES,Paris
89,rue,REUILLY,Paris
47,rue,TEMPLE,Paris
31,avenue,FRIEDLAND,Paris
90,boulevard,CHARONNE,Paris
60,rue,CARDINET,Paris
33,rue,OLIVIER DE SERRES,Paris
107,avenue,RÉPUBLIQUE,Paris
34,rue,MICHAL,Paris
14,rue,BARON,Paris
2,rue,VICTOR LETALLE,Paris
1,rue,GRANDS-CHAMPS,Paris
12,rue,DALAYRAC,Paris
43,rue,THÉATRE,Paris
161,rue,ROME,Paris
37,rue,MOULIN-VERT,Paris
60,rue,MORILLONS,Paris
8,rue,ÉCHAUDÉ,Paris
11,rue,BOIS-LE-VENT,Paris
115,rue,OUEST,Paris
56,rue,CLAUDE DECAEN,Paris
17,rue,JACQUIER,Paris
84,rue,ENTREPRENEURS,Paris
348,rue,SAINT-JACQUES,Paris
